date,value,index
1979-06-01,-0.055,AMO
1979-07-01,-0.107,AMO
1979-08-01,-0.128,AMO
1979-09-01,-0.122,AMO
1979-10-01,-0.1,AMO
1979-11-01,-0.098,AMO
1979-12-01,-0.072,AMO
1980-01-01,-0.014,AMO
1980-02-01,-0.091,AMO
1980-03-01,-0.151,AMO
1980-04-01,-0.013,AMO
1980-05-01,0.117,AMO
1980-06-01,0.096,AMO
1980-07-01,0.038,AMO
1980-08-01,0.011,AMO
1980-09-01,-0.02,AMO
1980-10-01,-0.074,AMO
1980-11-01,-0.209,AMO
1980-12-01,-0.261,AMO
1981-01-01,-0.189,AMO
1981-02-01,-0.188,AMO
1981-03-01,-0.007,AMO
1981-04-01,-0.103,AMO
1981-05-01,-0.091,AMO
1981-06-01,-0.07,AMO
1981-07-01,-0.102,AMO
1981-08-01,-0.123,AMO
1981-09-01,-0.044,AMO
1981-10-01,-0.194,AMO
1981-11-01,-0.144,AMO
1981-12-01,-0.014,AMO
1982-01-01,-0.089,AMO
1982-02-01,-0.086,AMO
1982-03-01,-0.088,AMO
1982-04-01,-0.19,AMO
1982-05-01,-0.199,AMO
1982-06-01,-0.192,AMO
1982-07-01,-0.236,AMO
1982-08-01,-0.317,AMO
1982-09-01,-0.315,AMO
1982-10-01,-0.379,AMO
1982-11-01,-0.425,AMO
1982-12-01,-0.388,AMO
1983-01-01,-0.306,AMO
1983-02-01,-0.112,AMO
1983-03-01,0.073,AMO
1983-04-01,0.051,AMO
1983-05-01,-0.056,AMO
1983-06-01,-0.062,AMO
1983-07-01,-0.023,AMO
1983-08-01,-0.166,AMO
1983-09-01,-0.224,AMO
1983-10-01,-0.203,AMO
1983-11-01,-0.166,AMO
1983-12-01,-0.011,AMO
1984-01-01,-0.114,AMO
1984-02-01,-0.096,AMO
1984-03-01,-0.133,AMO
1984-04-01,-0.165,AMO
1984-05-01,-0.174,AMO
1984-06-01,-0.333,AMO
1984-07-01,-0.274,AMO
1984-08-01,-0.234,AMO
1984-09-01,-0.217,AMO
1984-10-01,-0.352,AMO
1984-11-01,-0.432,AMO
1984-12-01,-0.326,AMO
1985-01-01,-0.363,AMO
1985-02-01,-0.338,AMO
1985-03-01,-0.365,AMO
1985-04-01,-0.409,AMO
1985-05-01,-0.346,AMO
1985-06-01,-0.136,AMO
1985-07-01,-0.161,AMO
1985-08-01,-0.29,AMO
1985-09-01,-0.256,AMO
1985-10-01,-0.254,AMO
1985-11-01,-0.304,AMO
1985-12-01,-0.345,AMO
1986-01-01,-0.352,AMO
1986-02-01,-0.284,AMO
1986-03-01,-0.301,AMO
1986-04-01,-0.333,AMO
1986-05-01,-0.237,AMO
1986-06-01,-0.27,AMO
1986-07-01,-0.258,AMO
1986-08-01,-0.281,AMO
1986-09-01,-0.229,AMO
1986-10-01,-0.327,AMO
1986-11-01,-0.406,AMO
1986-12-01,-0.38,AMO
1987-01-01,-0.287,AMO
1987-02-01,-0.227,AMO
1987-03-01,-0.042,AMO
1987-04-01,0.02,AMO
1987-05-01,0.059,AMO
1987-06-01,0.194,AMO
1987-07-01,0.27,AMO
1987-08-01,0.27,AMO
1987-09-01,0.185,AMO
1987-10-01,0.037,AMO
1987-11-01,-0.079,AMO
1987-12-01,0.034,AMO
1988-01-01,-0.051,AMO
1988-02-01,-0.126,AMO
1988-03-01,-0.021,AMO
1988-04-01,0.04,AMO
1988-05-01,0.126,AMO
1988-06-01,0.154,AMO
1988-07-01,0.098,AMO
1988-08-01,-0.02,AMO
1988-09-01,-0.107,AMO
1988-10-01,-0.183,AMO
1988-11-01,-0.16,AMO
1988-12-01,-0.177,AMO
1989-01-01,-0.234,AMO
1989-02-01,-0.169,AMO
1989-03-01,-0.266,AMO
1989-04-01,-0.302,AMO
1989-05-01,-0.16,AMO
1989-06-01,0.078,AMO
1989-07-01,0.164,AMO
1989-08-01,0.1,AMO
1989-09-01,-0.108,AMO
1989-10-01,-0.136,AMO
1989-11-01,-0.163,AMO
1989-12-01,-0.166,AMO
1990-01-01,-0.312,AMO
1990-02-01,-0.175,AMO
1990-03-01,-0.192,AMO
1990-04-01,-0.131,AMO
1990-05-01,-0.072,AMO
1990-06-01,-0.07,AMO
1990-07-01,-0.035,AMO
1990-08-01,0.039,AMO
1990-09-01,0.133,AMO
1990-10-01,0.099,AMO
1990-11-01,-0.067,AMO
1990-12-01,-0.05,AMO
1991-01-01,-0.209,AMO
1991-02-01,-0.131,AMO
1991-03-01,-0.083,AMO
1991-04-01,-0.147,AMO
1991-05-01,-0.168,AMO
1991-06-01,-0.144,AMO
1991-07-01,-0.122,AMO
1991-08-01,-0.123,AMO
1991-09-01,-0.052,AMO
1991-10-01,-0.277,AMO
1991-11-01,-0.276,AMO
1991-12-01,-0.229,AMO
1992-01-01,-0.205,AMO
1992-02-01,-0.109,AMO
1992-03-01,-0.108,AMO
1992-04-01,-0.199,AMO
1992-05-01,-0.237,AMO
1992-06-01,-0.166,AMO
1992-07-01,-0.235,AMO
1992-08-01,-0.396,AMO
1992-09-01,-0.385,AMO
1992-10-01,-0.316,AMO
1992-11-01,-0.35,AMO
1992-12-01,-0.3,AMO
1993-01-01,-0.256,AMO
1993-02-01,-0.202,AMO
1993-03-01,-0.26,AMO
1993-04-01,-0.189,AMO
1993-05-01,-0.18,AMO
1993-06-01,-0.197,AMO
1993-07-01,-0.293,AMO
1993-08-01,-0.245,AMO
1993-09-01,-0.181,AMO
1993-10-01,-0.259,AMO
1993-11-01,-0.335,AMO
1993-12-01,-0.31,AMO
1994-01-01,-0.313,AMO
1994-02-01,-0.326,AMO
1994-03-01,-0.296,AMO
1994-04-01,-0.217,AMO
1994-05-01,-0.224,AMO
1994-06-01,-0.239,AMO
1994-07-01,-0.248,AMO
1994-08-01,-0.252,AMO
1994-09-01,-0.169,AMO
1994-10-01,-0.076,AMO
1994-11-01,-0.037,AMO
1994-12-01,-0.108,AMO
1995-01-01,-0.08,AMO
1995-02-01,-0.057,AMO
1995-03-01,-0.001,AMO
1995-04-01,0.058,AMO
1995-05-01,0.254,AMO
1995-06-01,0.346,AMO
1995-07-01,0.296,AMO
1995-08-01,0.165,AMO
1995-09-01,0.036,AMO
1995-10-01,0.084,AMO
1995-11-01,0.109,AMO
1995-12-01,0.024,AMO
1996-01-01,-0.028,AMO
1996-02-01,-0.05,AMO
1996-03-01,-0.075,AMO
1996-04-01,-0.008,AMO
1996-05-01,-0.083,AMO
1996-06-01,-0.141,AMO
1996-07-01,-0.123,AMO
1996-08-01,-0.026,AMO
1996-09-01,-0.02,AMO
1996-10-01,-0.163,AMO
1996-11-01,-0.192,AMO
1996-12-01,-0.173,AMO
1997-01-01,-0.109,AMO
1997-02-01,-0.054,AMO
1997-03-01,-0.013,AMO
1997-04-01,-0.011,AMO
1997-05-01,0.021,AMO
1997-06-01,-0.01,AMO
1997-07-01,0.042,AMO
1997-08-01,-0.003,AMO
1997-09-01,0.091,AMO
1997-10-01,0.132,AMO
1997-11-01,0.033,AMO
1997-12-01,0.113,AMO
1998-01-01,0.112,AMO
1998-02-01,0.273,AMO
1998-03-01,0.303,AMO
1998-04-01,0.273,AMO
1998-05-01,0.365,AMO
1998-06-01,0.471,AMO
1998-07-01,0.469,AMO
1998-08-01,0.494,AMO
1998-09-01,0.394,AMO
1998-10-01,0.363,AMO
1998-11-01,0.298,AMO
1998-12-01,0.261,AMO
1999-01-01,0.032,AMO
1999-02-01,0.039,AMO
1999-03-01,0.05,AMO
1999-04-01,0.033,AMO
1999-05-01,0.144,AMO
1999-06-01,0.161,AMO
1999-07-01,0.179,AMO
1999-08-01,0.288,AMO
1999-09-01,0.166,AMO
1999-10-01,-0.002,AMO
1999-11-01,-0.067,AMO
1999-12-01,-0.004,AMO
2000-01-01,-0.102,AMO
2000-02-01,-0.057,AMO
2000-03-01,0.085,AMO
2000-04-01,0.023,AMO
2000-05-01,0.086,AMO
2000-06-01,-0.037,AMO
2000-07-01,0.053,AMO
2000-08-01,0.084,AMO
2000-09-01,0.083,AMO
2000-10-01,-0.059,AMO
2000-11-01,-0.072,AMO
2000-12-01,-0.146,AMO
2001-01-01,-0.146,AMO
2001-02-01,-0.046,AMO
2001-03-01,-0.005,AMO
2001-04-01,-0.031,AMO
2001-05-01,-0.028,AMO
2001-06-01,0.179,AMO
2001-07-01,0.116,AMO
2001-08-01,0.158,AMO
2001-09-01,0.267,AMO
2001-10-01,0.232,AMO
2001-11-01,0.137,AMO
2001-12-01,0.194,AMO
2002-01-01,0.162,AMO
2002-02-01,0.146,AMO
2002-03-01,0.125,AMO
2002-04-01,0.008,AMO
2002-05-01,-0.068,AMO
2002-06-01,-0.136,AMO
2002-07-01,-0.085,AMO
2002-08-01,0.087,AMO
2002-09-01,0.06,AMO
2002-10-01,0.092,AMO
2002-11-01,0.0,AMO
2002-12-01,-0.015,AMO
2003-01-01,0.031,AMO
2003-02-01,-0.032,AMO
2003-03-01,0.093,AMO
2003-04-01,0.06,AMO
2003-05-01,0.132,AMO
2003-06-01,0.186,AMO
2003-07-01,0.257,AMO
2003-08-01,0.396,AMO
2003-09-01,0.432,AMO
2003-10-01,0.407,AMO
2003-11-01,0.204,AMO
2003-12-01,0.205,AMO
2004-01-01,0.191,AMO
2004-02-01,0.19,AMO
2004-03-01,0.138,AMO
2004-04-01,0.089,AMO
2004-05-01,-0.014,AMO
2004-06-01,0.158,AMO
2004-07-01,0.208,AMO
2004-08-01,0.297,AMO
2004-09-01,0.221,AMO
2004-10-01,0.222,AMO
2004-11-01,0.201,AMO
2004-12-01,0.168,AMO
2005-01-01,0.091,AMO
2005-02-01,0.106,AMO
2005-03-01,0.264,AMO
2005-04-01,0.272,AMO
2005-05-01,0.273,AMO
2005-06-01,0.307,AMO
2005-07-01,0.427,AMO
2005-08-01,0.42,AMO
2005-09-01,0.399,AMO
2005-10-01,0.218,AMO
2005-11-01,0.12,AMO
2005-12-01,0.196,AMO
2006-01-01,0.104,AMO
2006-02-01,0.055,AMO
2006-03-01,0.04,AMO
2006-04-01,0.177,AMO
2006-05-01,0.288,AMO
2006-06-01,0.313,AMO
2006-07-01,0.354,AMO
2006-08-01,0.381,AMO
2006-09-01,0.344,AMO
2006-10-01,0.314,AMO
2006-11-01,0.269,AMO
2006-12-01,0.151,AMO
2007-01-01,0.151,AMO
2007-02-01,0.197,AMO
2007-03-01,0.107,AMO
2007-04-01,0.139,AMO
2007-05-01,0.091,AMO
2007-06-01,0.068,AMO
2007-07-01,0.109,AMO
2007-08-01,0.035,AMO
2007-09-01,0.078,AMO
2007-10-01,0.138,AMO
2007-11-01,0.156,AMO
2007-12-01,0.091,AMO
2008-01-01,0.01,AMO
2008-02-01,0.108,AMO
2008-03-01,0.138,AMO
2008-04-01,0.022,AMO
2008-05-01,0.152,AMO
2008-06-01,0.236,AMO
2008-07-01,0.186,AMO
2008-08-01,0.155,AMO
2008-09-01,0.178,AMO
2008-10-01,0.082,AMO
2008-11-01,-0.019,AMO
2008-12-01,-0.002,AMO
2009-01-01,-0.079,AMO
2009-02-01,-0.185,AMO
2009-03-01,-0.18,AMO
2009-04-01,-0.151,AMO
2009-05-01,-0.082,AMO
2009-06-01,0.101,AMO
2009-07-01,0.208,AMO
2009-08-01,0.132,AMO
2009-09-01,0.037,AMO
2009-10-01,0.144,AMO
2009-11-01,0.049,AMO
2009-12-01,0.062,AMO
2010-01-01,0.019,AMO
2010-02-01,0.157,AMO
2010-03-01,0.267,AMO
2010-04-01,0.405,AMO
2010-05-01,0.439,AMO
2010-06-01,0.427,AMO
2010-07-01,0.429,AMO
2010-08-01,0.505,AMO
2010-09-01,0.428,AMO
2010-10-01,0.303,AMO
2010-11-01,0.215,AMO
2010-12-01,0.187,AMO
2011-01-01,0.123,AMO
2011-02-01,0.087,AMO
2011-03-01,0.034,AMO
2011-04-01,0.071,AMO
2011-05-01,0.131,AMO
2011-06-01,0.157,AMO
2011-07-01,0.071,AMO
2011-08-01,0.126,AMO
2011-09-01,0.123,AMO
2011-10-01,0.042,AMO
2011-11-01,-0.092,AMO
2011-12-01,-0.066,AMO
2012-01-01,-0.086,AMO
2012-02-01,-0.017,AMO
2012-03-01,0.005,AMO
2012-04-01,0.059,AMO
2012-05-01,0.143,AMO
2012-06-01,0.279,AMO
2012-07-01,0.354,AMO
2012-08-01,0.41,AMO
2012-09-01,0.427,AMO
2012-10-01,0.308,AMO
2012-11-01,0.144,AMO
2012-12-01,0.12,AMO
2013-01-01,0.107,AMO
2013-02-01,0.094,AMO
2013-03-01,0.137,AMO
2013-04-01,0.115,AMO
2013-05-01,0.08,AMO
2013-06-01,0.025,AMO
2013-07-01,0.169,AMO
2013-08-01,0.173,AMO
2013-09-01,0.233,AMO
2013-10-01,0.325,AMO
2013-11-01,0.107,AMO
2013-12-01,0.015,AMO
2014-01-01,-0.083,AMO
2014-02-01,-0.064,AMO
2014-03-01,-0.103,AMO
2014-04-01,-0.116,AMO
2014-05-01,-0.023,AMO
2014-06-01,0.04,AMO
2014-07-01,0.2,AMO
2014-08-01,0.313,AMO
2014-09-01,0.288,AMO
2014-10-01,0.27,AMO
2014-11-01,0.043,AMO
2014-12-01,0.037,AMO
2015-01-01,-0.03,AMO
2015-02-01,-0.026,AMO
2015-03-01,-0.151,AMO
2015-04-01,-0.093,AMO
2015-05-01,0.023,AMO
2015-06-01,0.007,AMO
2015-07-01,0.11,AMO
2015-08-01,0.156,AMO
2015-09-01,0.278,AMO
2015-10-01,0.302,AMO
2015-11-01,0.164,AMO
2015-12-01,0.207,AMO
2016-01-01,0.209,AMO
2016-02-01,0.133,AMO
2016-03-01,0.166,AMO
2016-04-01,0.155,AMO
2016-05-01,0.322,AMO
2016-06-01,0.387,AMO
2016-07-01,0.41,AMO
2016-08-01,0.434,AMO
2016-09-01,0.435,AMO
2016-10-01,0.358,AMO
2016-11-01,0.368,AMO
2016-12-01,0.313,AMO
2017-01-01,0.203,AMO
2017-02-01,0.204,AMO
2017-03-01,0.145,AMO
2017-04-01,0.26,AMO
2017-05-01,0.292,AMO
2017-06-01,0.285,AMO
2017-07-01,0.28,AMO
2017-08-01,0.287,AMO
2017-09-01,0.328,AMO
2017-10-01,0.411,AMO
2017-11-01,0.329,AMO
2017-12-01,0.341,AMO
2018-01-01,0.15,AMO
2018-02-01,0.04,AMO
2018-03-01,0.109,AMO
2018-04-01,0.041,AMO
2018-05-01,-0.023,AMO
2018-06-01,-0.034,AMO
2018-07-01,-0.005,AMO
2018-08-01,0.09,AMO
2018-09-01,0.139,AMO
2018-10-01,0.121,AMO
2018-11-01,-0.143,AMO
2018-12-01,-0.083,AMO
2019-01-01,-0.037,AMO
2019-02-01,0.058,AMO
2019-03-01,0.099,AMO
2019-04-01,0.101,AMO
2019-05-01,0.065,AMO
2019-06-01,0.151,AMO
2019-07-01,0.329,AMO
2019-08-01,0.315,AMO
2019-09-01,0.223,AMO
2019-10-01,0.136,AMO
2019-11-01,0.087,AMO
2019-12-01,0.142,AMO
2020-01-01,0.073,AMO
2020-02-01,0.333,AMO
2020-03-01,0.346,AMO
2020-04-01,0.347,AMO
2020-05-01,0.243,AMO
2020-06-01,0.249,AMO
2020-07-01,0.341,AMO
2020-08-01,0.425,AMO
2020-09-01,0.296,AMO
2020-10-01,0.289,AMO
2020-11-01,0.113,AMO
2020-12-01,0.163,AMO
2021-01-01,0.126,AMO
2021-02-01,0.139,AMO
2021-03-01,0.112,AMO
2021-04-01,0.054,AMO
2021-05-01,0.072,AMO
2021-06-01,0.139,AMO
2021-07-01,0.21,AMO
2021-08-01,0.245,AMO
2021-09-01,0.402,AMO
2021-10-01,0.475,AMO
2021-11-01,0.445,AMO
2021-12-01,0.252,AMO
2022-01-01,0.176,AMO
2022-02-01,0.133,AMO
2022-03-01,0.009,AMO
2022-04-01,0.11,AMO
2022-05-01,0.197,AMO
2022-06-01,0.199,AMO
2022-07-01,0.136,AMO
2022-08-01,0.358,AMO
2022-09-01,0.662,AMO
2022-10-01,0.483,AMO
2022-11-01,0.282,AMO
2022-12-01,0.218,AMO
2023-01-01,0.192,AMO
